img,mask,video_src,video_clip,rep
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08026.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08026.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08027.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08027.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08028.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08028.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08029.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08029.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08030.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08030.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08031.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08031.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08032.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08032.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08033.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08033.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08034.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08034.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08035.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08035.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08036.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08036.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08037.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08037.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08038.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08038.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08039.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08039.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08040.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08040.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08041.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08041.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08042.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08042.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08043.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08043.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08044.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08044.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08045.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08045.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08046.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08046.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08047.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08047.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08048.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08048.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08049.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08049.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08050.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08050.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08051.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08051.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08052.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08052.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08053.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08053.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08054.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08054.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08055.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08055.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08056.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08056.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08057.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08057.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08058.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08058.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08059.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08059.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08060.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08060.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08061.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08061.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08062.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08062.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08063.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08063.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08064.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08064.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08065.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08065.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08066.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08066.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08067.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08067.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08068.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08068.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08069.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08069.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08070.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08070.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08071.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08071.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08072.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08072.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08073.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08073.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08074.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08074.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08075.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08075.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08076.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08076.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08077.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08077.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08078.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08078.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08079.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08079.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08080.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08080.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08081.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08081.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08082.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08082.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08083.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08083.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08084.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08084.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08085.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08085.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08086.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08086.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08087.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08087.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08088.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08088.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08089.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08089.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08090.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08090.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08091.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08091.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08092.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08092.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08093.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08093.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08094.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08094.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08095.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08095.png,,Partial Nephrectomy video,rep
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08096.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08096.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08097.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08097.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08098.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08098.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08099.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08099.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08100.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08100.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08101.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08101.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08102.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08102.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08103.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08103.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08104.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08104.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08105.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08105.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08106.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08106.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08107.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08107.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08108.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08108.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08109.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08109.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08110.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08110.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08111.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08111.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08112.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08112.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08113.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08113.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08114.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08114.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08115.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08115.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08116.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08116.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08117.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08117.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08118.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08118.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08119.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08119.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08120.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08120.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08121.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08121.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08122.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08122.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08123.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08123.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08124.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08124.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08125.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08125.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08126.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08126.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08127.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08127.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08128.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08128.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08129.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08129.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08130.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08130.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08131.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08131.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08132.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08132.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08133.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08133.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08134.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08134.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08135.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08135.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08136.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08136.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08137.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08137.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08138.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08138.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08139.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08139.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08140.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08140.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08141.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08141.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08142.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08142.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08143.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08143.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08144.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08144.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08145.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08145.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08146.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08146.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08147.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08147.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08148.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08148.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08149.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08149.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08150.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08150.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08151.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08151.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08152.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08152.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08153.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08153.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08154.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08154.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08155.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08155.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08156.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08156.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08157.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08157.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08158.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08158.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08159.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08159.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08160.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08160.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08161.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08161.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08162.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08162.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08163.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08163.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08164.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08164.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08165.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08165.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08166.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08166.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08167.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08167.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08168.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08168.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08169.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08169.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08170.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08170.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08171.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08171.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/08172.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/08172.png,,Partial Nephrectomy video,-
