img,mask,color_mask,watershed_mask,video_src,video_clip
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14899_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14899_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14899_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14899_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14900_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14900_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14900_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14900_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14901_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14901_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14901_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14901_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14902_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14902_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14902_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14902_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14903_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14903_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14903_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14903_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14904_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14904_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14904_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14904_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14905_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14905_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14905_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14905_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14906_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14906_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14906_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14906_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14907_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14907_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14907_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14907_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14908_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14908_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14908_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14908_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14909_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14909_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14909_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14909_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14910_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14910_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14910_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14910_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14911_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14911_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14911_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14911_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14912_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14912_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14912_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14912_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14913_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14913_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14913_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14913_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14914_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14914_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14914_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14914_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14915_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14915_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14915_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14915_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14916_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14916_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14916_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14916_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14917_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14917_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14917_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14917_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14918_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14918_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14918_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14918_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14919_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14919_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14919_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14919_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14920_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14920_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14920_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14920_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14921_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14921_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14921_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14921_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14922_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14922_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14922_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14922_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14923_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14923_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14923_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14923_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14924_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14924_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14924_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14924_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14925_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14925_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14925_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14925_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14926_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14926_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14926_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14926_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14927_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14927_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14927_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14927_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14928_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14928_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14928_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14928_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14929_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14929_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14929_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14929_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14930_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14930_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14930_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14930_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14931_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14931_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14931_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14931_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14932_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14932_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14932_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14932_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14933_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14933_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14933_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14933_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14934_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14934_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14934_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14934_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14935_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14935_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14935_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14935_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14936_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14936_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14936_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14936_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14937_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14937_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14937_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14937_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/img/frame_14938_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/mask/frame_14938_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/color_mask/frame_14938_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14859/watershed_mask/frame_14938_endo_watershed_mask.png,video01,video01_14859
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14939_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14939_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14939_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14939_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14940_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14940_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14940_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14940_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14941_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14941_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14941_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14941_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14942_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14942_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14942_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14942_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14943_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14943_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14943_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14943_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14944_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14944_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14944_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14944_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14945_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14945_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14945_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14945_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14946_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14946_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14946_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14946_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14947_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14947_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14947_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14947_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14948_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14948_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14948_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14948_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14949_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14949_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14949_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14949_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14950_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14950_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14950_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14950_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14951_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14951_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14951_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14951_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14952_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14952_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14952_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14952_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14953_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14953_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14953_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14953_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14954_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14954_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14954_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14954_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14955_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14955_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14955_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14955_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14956_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14956_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14956_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14956_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14957_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14957_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14957_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14957_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14958_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14958_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14958_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14958_endo_watershed_mask.png,video01,video01_14939
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/img/frame_14959_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/mask/frame_14959_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/color_mask/frame_14959_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_14939/watershed_mask/frame_14959_endo_watershed_mask.png,video01,video01_14939
